"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_DME_TASKS_NOTIF_TASK_REPLACED","Task replaced","Task replaced","Task replaced","Auftrag ersetzt","Task replaced","Task replaced","Task replaced","Task replaced","Task replaced","Task replaced","Task replaced","Task replaced","Task replaced","Task replaced",
"STR_DME_TASKS_NOTIF_TITLE_CHOICE","Decision","Decision","Decision","Entscheidung","Decision","Decision","Decision","Decision","Decision","Decision","Decision","Decision","Decision","Decision",
"STR_DME_TASKS_NOTIF_TITLE_DAILY","Daily Task","Daily Task","Daily Task","Tagesauftrag","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task","Daily Task",
"STR_DME_TASKS_NOTIF_TITLE_FACTION","Faction","Faction","Faction","Fraktion","Faction","Faction","Faction","Faction","Faction","Faction","Faction","Faction","Faction","Faction",
"STR_DME_TASKS_NOTIF_TITLE_QUEST","Quest","Quest","Quest","Quest","Quest","Quest","Quest","Quest","Quest","Quest","Quest","Quest","Quest","Quest",
"STR_DME_TASKS_NOTIF_TITLE_REWARD","REWARD","REWARD","REWARD","BELOHNUNG","REWARD","REWARD","REWARD","REWARD","REWARD","REWARD","REWARD","REWARD","REWARD","REWARD",
"STR_DME_TASKS_NOTIF_UNKNOWN_CHOICE","Unknown decision","Unknown decision","Unknown decision","Unbekannte Entscheidung","Unknown decision","Unknown decision","Unknown decision","Unknown decision","Unknown decision","Unknown decision","Unknown decision","Unknown decision","Unknown decision","Unknown decision",
"STR_DME_TASKS_NOTIF_UNKNOWN_QUEST","Unknown quest","Unknown quest","Unknown quest","Unbekannte Quest","Unknown quest","Unknown quest","Unknown quest","Unknown quest","Unknown quest","Unknown quest","Unknown quest","Unknown quest","Unknown quest","Unknown quest",
"STR_DME_TASKS_OBJ_BOSS","Kill the boss","Kill the boss","Kill the boss","Boss töten","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss","Kill the boss",
"STR_DME_TASKS_OBJ_COLLECT","Collect items","Collect items","Collect items","Gegenstände sammeln","Collect items","Collect items","Collect items","Collect items","Collect items","Collect items","Collect items","Collect items","Collect items","Collect items",
"STR_DME_TASKS_OBJ_CRAFT","Craft items","Craft items","Craft items","Gegenstände herstellen","Craft items","Craft items","Craft items","Craft items","Craft items","Craft items","Craft items","Craft items","Craft items","Craft items",
"STR_DME_TASKS_OBJ_DEFEND","Defend the area","Defend the area","Defend the area","Gebiet verteidigen","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area","Defend the area",
"STR_DME_TASKS_OBJ_DELIVER","Deliver items","Deliver items","Deliver items","Gegenstände liefern","Deliver items","Deliver items","Deliver items","Deliver items","Deliver items","Deliver items","Deliver items","Deliver items","Deliver items","Deliver items",
"STR_DME_TASKS_OBJ_DISCOVER","Discover the location","Discover the location","Discover the location","Ort entdecken","Discover the location","Discover the location","Discover the location","Discover the location","Discover the location","Discover the location","Discover the location","Discover the location","Discover the location","Discover the location",
"STR_DME_TASKS_OBJ_ESCORT","Escort the target","Escort the target","Escort the target","Ziel eskortieren","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target","Escort the target",
"STR_DME_TASKS_OBJ_EXTRACT","Extract","Extract","Extract","Extrahieren","Extract","Extract","Extract","Extract","Extract","Extract","Extract","Extract","Extract","Extract",
"STR_DME_TASKS_OBJ_GROUP","Complete the group objective","Complete the group objective","Complete the group objective","Gruppenziel erfüllen","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective","Complete the group objective",
"STR_DME_TASKS_OBJ_HANDOVER","Hand over items","Hand over items","Hand over items","Gegenstände übergeben","Hand over items","Hand over items","Hand over items","Hand over items","Hand over items","Hand over items","Hand over items","Hand over items","Hand over items","Hand over items",
"STR_DME_TASKS_OBJ_INTERACT","Interact with the target","Interact with the target","Interact with the target","Mit dem Ziel interagieren","Interact with the target","Interact with the target","Interact with the target","Interact with the target","Interact with the target","Interact with the target","Interact with the target","Interact with the target","Interact with the target","Interact with the target",
"STR_DME_TASKS_OBJ_KILL","Kill targets","Kill targets","Kill targets","Ziele töten","Kill targets","Kill targets","Kill targets","Kill targets","Kill targets","Kill targets","Kill targets","Kill targets","Kill targets","Kill targets",
"STR_DME_TASKS_OBJ_MARK","Mark the target","Mark the target","Mark the target","Ziel markieren","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target","Mark the target",
"STR_DME_TASKS_OBJ_RETURN_TO_TRADER","Return to trader","Return to trader","Return to trader","Zum Händler zurückkehren","Return to trader","Return to trader","Return to trader","Return to trader","Return to trader","Return to trader","Return to trader","Return to trader","Return to trader","Return to trader",
"STR_DME_TASKS_OBJ_SIGNAL","Send the signal","Send the signal","Send the signal","Signal absetzen","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal","Send the signal",
"STR_DME_TASKS_OBJ_STASH","Stash items","Stash items","Stash items","Gegenstände verstecken","Stash items","Stash items","Stash items","Stash items","Stash items","Stash items","Stash items","Stash items","Stash items","Stash items",
"STR_DME_TASKS_OBJ_SURVIVE","Survive","Survive","Survive","Überleben","Survive","Survive","Survive","Survive","Survive","Survive","Survive","Survive","Survive","Survive",
"STR_DME_TASKS_OBJ_TRAVEL","Reach the area","Reach the area","Reach the area","Gebiet erreichen","Reach the area","Reach the area","Reach the area","Reach the area","Reach the area","Reach the area","Reach the area","Reach the area","Reach the area","Reach the area",
"STR_DME_TASKS_OBJ_USE_ITEM","Use item","Use item","Use item","Gegenstand benutzen","Use item","Use item","Use item","Use item","Use item","Use item","Use item","Use item","Use item","Use item",
"STR_DME_TASKS_ORIGIN_ADMIN_SPAWN","Admin spawned","Admin spawned","Admin spawned","Von Admin erstellt","Admin spawned","Admin spawned","Admin spawned","Admin spawned","Admin spawned","Admin spawned","Admin spawned","Admin spawned","Admin spawned","Admin spawned",
"STR_DME_TASKS_ORIGIN_AI_DROP","Looted from AI","Looted from AI","Looted from AI","Von KI erbeutet","Looted from AI","Looted from AI","Looted from AI","Looted from AI","Looted from AI","Looted from AI","Looted from AI","Looted from AI","Looted from AI","Looted from AI",
"STR_DME_TASKS_ORIGIN_BOSS_DROP","Boss drop","Boss drop","Boss drop","Boss-Beute","Boss drop","Boss drop","Boss drop","Boss drop","Boss drop","Boss drop","Boss drop","Boss drop","Boss drop","Boss drop",
"STR_DME_TASKS_ORIGIN_CRAFTED","Crafted","Crafted","Crafted","Hergestellt","Crafted","Crafted","Crafted","Crafted","Crafted","Crafted","Crafted","Crafted","Crafted","Crafted",
"STR_DME_TASKS_ORIGIN_EVENT_REWARD","Event reward","Event reward","Event reward","Event-Belohnung","Event reward","Event reward","Event reward","Event reward","Event reward","Event reward","Event reward","Event reward","Event reward","Event reward",
"STR_DME_TASKS_ORIGIN_INFECTED_DROP","Looted from infected","Looted from infected","Looted from infected","Von Infizierten erbeutet","Looted from infected","Looted from infected","Looted from infected","Looted from infected","Looted from infected","Looted from infected","Looted from infected","Looted from infected","Looted from infected","Looted from infected",
"STR_DME_TASKS_ORIGIN_PLAYER_TRADE","Traded from player","Traded from player","Traded from player","Von Spieler erhalten","Traded from player","Traded from player","Traded from player","Traded from player","Traded from player","Traded from player","Traded from player","Traded from player","Traded from player","Traded from player",
"STR_DME_TASKS_ORIGIN_QUEST_REWARD","Quest reward","Quest reward","Quest reward","Quest-Belohnung","Quest reward","Quest reward","Quest reward","Quest reward","Quest reward","Quest reward","Quest reward","Quest reward","Quest reward","Quest reward",
"STR_DME_TASKS_ORIGIN_TRADER_PURCHASE","Bought from trader","Bought from trader","Bought from trader","Beim Händler gekauft","Bought from trader","Bought from trader","Bought from trader","Bought from trader","Bought from trader","Bought from trader","Bought from trader","Bought from trader","Bought from trader","Bought from trader",
"STR_DME_TASKS_ORIGIN_UNKNOWN","Unknown","Unknown","Unknown","Unbekannt","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",
"STR_DME_TASKS_ORIGIN_WORLD_LOOT","Found in world","Found in world","Found in world","In der Welt gefunden","Found in world","Found in world","Found in world","Found in world","Found in world","Found in world","Found in world","Found in world","Found in world","Found in world",
"STR_DME_TASKS_SEED_TRADER_WEST","Quartermaster Rask","Quartermaster Rask","Quartermaster Rask","Quartiermeister Rask","Quartermaster Rask","Quartermaster Rask","Quartermaster Rask","Quartermaster Rask","Quartermaster Rask","Quartermaster Rask","Quartermaster Rask","Quartermaster Rask","Quartermaster Rask","Quartermaster Rask",
"STR_DME_TASKS_SEED_W001_DESC","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask braucht Augen im Westen: Finde das verlassene Militärlager in den Bergen bei Myshkino und sieh dich dort um. (Zonen-Koordinaten sind Chernarus-Beispielwerte für das Myshkino-Militärlager, ca. X 2035 / Z 7295 — vor Livegang an die eigene Karte anpassen.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)","Rask needs eyes in the west: find the abandoned military camp in the mountains near Myshkino and take a look around. (Zone coordinates are Chernarus example values for the Myshkino military camp, approx. X 2035 / Z 7295 — adjust them to your own map before going live.)",
"STR_DME_TASKS_SEED_W001_TITLE","Scout the Outpost","Scout the Outpost","Scout the Outpost","Vorposten aufklären","Scout the Outpost","Scout the Outpost","Scout the Outpost","Scout the Outpost","Scout the Outpost","Scout the Outpost","Scout the Outpost","Scout the Outpost","Scout the Outpost","Scout the Outpost",
"STR_DME_TASKS_SEED_W002_DESC","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","Das Lager wimmelt von Infizierten. Töte fünf von ihnen innerhalb des Lagerbereichs — Kills außerhalb der Zone zählen nicht.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.","The camp is crawling with infected. Kill five of them inside the camp perimeter — kills outside the zone do not count.",
"STR_DME_TASKS_SEED_W002_TITLE","Clear the Camp","Clear the Camp","Clear the Camp","Das Lager säubern","Clear the Camp","Clear the Camp","Clear the Camp","Clear the Camp","Clear the Camp","Clear the Camp","Clear the Camp","Clear the Camp","Clear the Camp","Clear the Camp",
"STR_DME_TASKS_SEED_W003_DESC","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Unsere Bestände sind leer. Finde drei Munitionskisten (5,45x39) draußen in der Welt. Gekaufte, gecraftete oder als Belohnung erhaltene Kisten akzeptiere ich nicht.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.","Our stocks are dry. Find three ammo boxes (5.45x39) out in the world. I will not accept boxes that were bought, crafted or handed out as rewards.",
"STR_DME_TASKS_SEED_W003_TITLE","Procure Ammunition","Procure Ammunition","Procure Ammunition","Munition beschaffen","Procure Ammunition","Procure Ammunition","Procure Ammunition","Procure Ammunition","Procure Ammunition","Procure Ammunition","Procure Ammunition","Procure Ammunition","Procure Ammunition","Procure Ammunition",
"STR_DME_TASKS_SEED_W004_DESC","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring mir die drei Munitionskisten. Teilabgaben nehme ich an — komm einfach wieder, sobald du den Rest hast. Kisten aus deinem Fund zählen sofort beim Annehmen des Auftrags.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.","Bring me the three ammo boxes. I accept partial deliveries — just come back once you have the rest. Boxes from your haul count the moment you accept the contract.",
"STR_DME_TASKS_SEED_W004_TITLE","Deliver the Ammunition","Deliver the Ammunition","Deliver the Ammunition","Munition abliefern","Deliver the Ammunition","Deliver the Ammunition","Deliver the Ammunition","Deliver the Ammunition","Deliver the Ammunition","Deliver the Ammunition","Deliver the Ammunition","Deliver the Ammunition","Deliver the Ammunition","Deliver the Ammunition",
"STR_DME_TASKS_SEED_W005_DESC","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","Der Anführer der Patrouille im Lager trägt Informationen bei sich, die ich brauche. Schalte ihn aus, such im Lager nach seinem GPS-Gerät und bring es mir als Beweis. (Ohne Boss-Mod zählt jeder Patrouillen-Infizierte als Kommandant — mit aktivem Boss-Adapter mappt Integrations/Bosses.json einen Klassennamen auf die BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)","The leader of the patrol in the camp carries intel I need. Take him out, search the camp for his GPS device and bring it to me as proof. (Without a boss mod, any patrol infected counts as the commander — with an active boss adapter, Integrations/Bosses.json maps a class name to the BossId camp_commander.)",
"STR_DME_TASKS_SEED_W005_TITLE","The Camp Commander","The Camp Commander","The Camp Commander","Der Lagerkommandant","The Camp Commander","The Camp Commander","The Camp Commander","The Camp Commander","The Camp Commander","The Camp Commander","The Camp Commander","The Camp Commander","The Camp Commander","The Camp Commander",
"STR_DME_TASKS_SEED_W006_DESC","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","Du hast dich bewährt. Melde dich lebend bei mir, dann bekommst du eine AK-74 aus meinem Bestand — und ab sofort führe ich sie auch im Sortiment für dich.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.","You have proven yourself. Report back to me alive and you will get an AK-74 from my stock — and from now on I will carry it in my inventory for you as well.",
"STR_DME_TASKS_SEED_W006_TITLE","Armament Contract","Armament Contract","Armament Contract","Rüstungsvertrag","Armament Contract","Armament Contract","Armament Contract","Armament Contract","Armament Contract","Armament Contract","Armament Contract","Armament Contract","Armament Contract","Armament Contract",
"STR_DME_TASKS_STATE_ABANDONED","ABANDONED","ABANDONED","ABANDONED","ABGEBROCHEN","ABANDONED","ABANDONED","ABANDONED","ABANDONED","ABANDONED","ABANDONED","ABANDONED","ABANDONED","ABANDONED","ABANDONED",
"STR_DME_TASKS_STATE_ACTIVE","ACTIVE","ACTIVE","ACTIVE","AKTIV","ACTIVE","ACTIVE","ACTIVE","ACTIVE","ACTIVE","ACTIVE","ACTIVE","ACTIVE","ACTIVE","ACTIVE",
"STR_DME_TASKS_STATE_AVAILABLE","AVAILABLE","AVAILABLE","AVAILABLE","VERFÜGBAR","AVAILABLE","AVAILABLE","AVAILABLE","AVAILABLE","AVAILABLE","AVAILABLE","AVAILABLE","AVAILABLE","AVAILABLE","AVAILABLE",
"STR_DME_TASKS_STATE_COMPLETED","COMPLETED","COMPLETED","COMPLETED","ABGESCHLOSSEN","COMPLETED","COMPLETED","COMPLETED","COMPLETED","COMPLETED","COMPLETED","COMPLETED","COMPLETED","COMPLETED","COMPLETED",
"STR_DME_TASKS_STATE_COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN","COOLDOWN",
"STR_DME_TASKS_STATE_EXPIRED","EXPIRED","EXPIRED","EXPIRED","ABGELAUFEN","EXPIRED","EXPIRED","EXPIRED","EXPIRED","EXPIRED","EXPIRED","EXPIRED","EXPIRED","EXPIRED","EXPIRED",
"STR_DME_TASKS_STATE_FAILED","FAILED","FAILED","FAILED","FEHLGESCHLAGEN","FAILED","FAILED","FAILED","FAILED","FAILED","FAILED","FAILED","FAILED","FAILED","FAILED",
"STR_DME_TASKS_STATE_LOCKED","LOCKED","LOCKED","LOCKED","GESPERRT","LOCKED","LOCKED","LOCKED","LOCKED","LOCKED","LOCKED","LOCKED","LOCKED","LOCKED","LOCKED",
"STR_DME_TASKS_STATE_READY_TO_TURN_IN","READY TO TURN IN","READY TO TURN IN","READY TO TURN IN","ABGABEBEREIT","READY TO TURN IN","READY TO TURN IN","READY TO TURN IN","READY TO TURN IN","READY TO TURN IN","READY TO TURN IN","READY TO TURN IN","READY TO TURN IN","READY TO TURN IN","READY TO TURN IN",
"STR_DME_TASKS_STATE_UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNBEKANNT","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",
